stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000252809	9606.ENSP00000467176	GDF15	TNNT1	9606	0.153	0	0	0	0.064	0	0	0.132
9606.ENSP00000252809	9606.ENSP00000379038	GDF15	TYMP	9606	0.153	0	0	0	0.044	0	0	0.151
9606.ENSP00000252809	9606.ENSP00000342385	GDF15	PTGES	9606	0.154	0	0	0	0.047	0	0	0.149
9606.ENSP00000252809	9606.ENSP00000359380	GDF15	SCD	9606	0.155	0	0	0	0.065	0	0	0.134
9606.ENSP00000252809	9606.ENSP00000293379	GDF15	ITGA5	9606	0.155	0	0	0	0.074	0	0	0.125
9606.ENSP00000252809	9606.ENSP00000478253	GDF15	MTHFD1L	9606	0.156	0	0	0	0.078	0	0	0.122
9606.ENSP00000252809	9606.ENSP00000261692	GDF15	CDK2AP1	9606	0.157	0	0	0	0.044	0	0	0.155
9606.ENSP00000252809	9606.ENSP00000354499	GDF15	MT-CO1	9606	0.157	0	0	0	0	0	0	0.157
9606.ENSP00000252809	9606.ENSP00000271638	GDF15	S100A11	9606	0.158	0	0	0	0.074	0	0	0.128
9606.ENSP00000252809	9606.ENSP00000264144	GDF15	LAMC2	9606	0.161	0	0	0	0.043	0	0	0.159
9606.ENSP00000252809	9606.ENSP00000411821	GDF15	ALDH3A1	9606	0.161	0	0	0	0.063	0	0	0.141
9606.ENSP00000252809	9606.ENSP00000368572	GDF15	SAT1	9606	0.161	0	0	0	0.099	0	0	0.108
9606.ENSP00000252809	9606.ENSP00000279488	GDF15	DUSP6	9606	0.163	0	0	0	0.049	0.045	0	0.153
9606.ENSP00000252809	9606.ENSP00000302100	GDF15	LGALS4	9606	0.164	0	0	0	0.048	0	0	0.158
9606.ENSP00000252809	9606.ENSP00000399851	GDF15	POLG	9606	0.164	0	0	0	0.047	0	0	0.159
9606.ENSP00000252809	9606.ENSP00000423674	GDF15	GNPDA1	9606	0.164	0	0	0	0.049	0	0	0.157
9606.ENSP00000252809	9606.ENSP00000363641	GDF15	TXN	9606	0.164	0	0	0	0.07	0	0	0.138
9606.ENSP00000252809	9606.ENSP00000391490	GDF15	AGR2	9606	0.165	0	0	0	0.086	0	0	0.123
9606.ENSP00000252809	9606.ENSP00000436812	GDF15	MUC5B	9606	0.165	0	0	0	0.078	0.071	0	0.104
9606.ENSP00000252809	9606.ENSP00000340278	GDF15	PARK7	9606	0.165	0	0	0	0	0	0	0.165
9606.ENSP00000252809	9606.ENSP00000397157	GDF15	PERP	9606	0.166	0	0	0	0.086	0	0	0.125
9606.ENSP00000252809	9606.ENSP00000257566	GDF15	TBX3	9606	0.166	0	0	0	0.081	0.046	0	0.125
9606.ENSP00000252809	9606.ENSP00000300093	GDF15	PLK1	9606	0.166	0	0	0	0.059	0	0	0.15
9606.ENSP00000252809	9606.ENSP00000315644	GDF15	TYMS	9606	0.167	0	0	0	0.106	0	0	0.107
9606.ENSP00000252809	9606.ENSP00000269216	GDF15	GATA6	9606	0.167	0	0	0	0.068	0.046	0	0.138
9606.ENSP00000252809	9606.ENSP00000480439	GDF15	DHRS3	9606	0.168	0	0	0	0.063	0	0	0.148
9606.ENSP00000252809	9606.ENSP00000449795	GDF15	TRIAP1	9606	0.168	0	0	0	0.049	0	0	0.161
9606.ENSP00000252809	9606.ENSP00000263278	GDF15	HSD17B14	9606	0.171	0	0	0	0.07	0	0	0.146
9606.ENSP00000252809	9606.ENSP00000393312	GDF15	FGFR1	9606	0.171	0	0	0	0.042	0.063	0	0.151
9606.ENSP00000252809	9606.ENSP00000499582	GDF15	MANF	9606	0.171	0	0	0	0.047	0	0	0.165
9606.ENSP00000252809	9606.ENSP00000256458	GDF15	IRAK2	9606	0.173	0	0	0	0.056	0.126	0	0.078
9606.ENSP00000252809	9606.ENSP00000298556	GDF15	HPRT1	9606	0.173	0	0	0	0.049	0	0	0.167
9606.ENSP00000252809	9606.ENSP00000348838	GDF15	UBE2C	9606	0.174	0	0	0	0.072	0.045	0	0.142
9606.ENSP00000252809	9606.ENSP00000295522	GDF15	CLDN1	9606	0.174	0	0	0	0.087	0	0	0.132
9606.ENSP00000252809	9606.ENSP00000319192	GDF15	STK17A	9606	0.175	0	0	0	0.057	0	0	0.162
9606.ENSP00000252809	9606.ENSP00000312987	GDF15	HNF4A	9606	0.175	0	0	0	0	0.053	0	0.165
9606.ENSP00000252809	9606.ENSP00000302530	GDF15	BUB1	9606	0.177	0	0	0	0.073	0	0	0.149
9606.ENSP00000252809	9606.ENSP00000437402	GDF15	ENO2	9606	0.178	0	0	0	0.08	0	0	0.143
9606.ENSP00000252809	9606.ENSP00000437621	GDF15	HMGA2	9606	0.178	0	0	0	0.084	0	0	0.139
9606.ENSP00000252809	9606.ENSP00000315130	GDF15	CLU	9606	0.178	0	0	0	0.044	0	0	0.176
9606.ENSP00000252809	9606.ENSP00000361540	GDF15	CDC20	9606	0.178	0	0	0	0.063	0	0	0.159
9606.ENSP00000252809	9606.ENSP00000321326	GDF15	F2R	9606	0.179	0	0	0	0.049	0.067	0	0.149
9606.ENSP00000252809	9606.ENSP00000355110	GDF15	SMOC1	9606	0.179	0	0	0	0.054	0	0	0.168
9606.ENSP00000252809	9606.ENSP00000297205	GDF15	STEAP1	9606	0.181	0	0	0	0.067	0	0	0.158
9606.ENSP00000252809	9606.ENSP00000361959	GDF15	CCN5	9606	0.182	0	0	0	0.075	0	0	0.151
9606.ENSP00000252809	9606.ENSP00000336829	GDF15	FGG	9606	0.182	0	0	0	0.127	0	0	0.101
9606.ENSP00000252809	9606.ENSP00000302886	GDF15	PA2G4	9606	0.183	0	0	0	0.05	0	0	0.175
9606.ENSP00000252809	9606.ENSP00000446280	GDF15	PCSK5	9606	0.184	0	0	0	0.047	0	0	0.179
9606.ENSP00000252809	9606.ENSP00000358596	GDF15	DUSP5	9606	0.185	0	0	0	0.064	0.045	0	0.162
9606.ENSP00000252809	9606.ENSP00000493382	GDF15	PHGDH	9606	0.186	0	0	0	0.072	0	0	0.159
9606.ENSP00000252809	9606.ENSP00000498246	GDF15	ABCG2	9606	0.188	0	0	0	0.049	0	0	0.182
9606.ENSP00000252809	9606.ENSP00000320171	GDF15	PKM	9606	0.188	0	0	0	0.068	0	0	0.165
9606.ENSP00000252809	9606.ENSP00000379365	GDF15	EDA2R	9606	0.188	0	0	0	0.048	0	0	0.182
9606.ENSP00000252809	9606.ENSP00000302961	GDF15	HSPA4	9606	0.188	0	0	0	0.056	0	0	0.176
9606.ENSP00000252809	9606.ENSP00000335153	GDF15	HSP90AA1	9606	0.189	0	0	0	0.049	0	0	0.182
9606.ENSP00000252809	9606.ENSP00000276914	GDF15	PLIN2	9606	0.191	0	0	0	0.067	0	0	0.168
9606.ENSP00000252809	9606.ENSP00000373783	GDF15	LOXL2	9606	0.194	0	0	0	0.086	0.045	0	0.15
9606.ENSP00000252809	9606.ENSP00000371958	GDF15	CD9	9606	0.196	0	0	0	0.058	0.056	0	0.169
9606.ENSP00000252809	9606.ENSP00000366525	GDF15	FTL	9606	0.196	0	0	0	0.062	0	0	0.178
9606.ENSP00000252809	9606.ENSP00000361965	GDF15	ADA	9606	0.196	0	0	0	0.103	0	0	0.14
9606.ENSP00000252809	9606.ENSP00000264039	GDF15	GPC1	9606	0.196	0	0	0	0.059	0.094	0	0.132
9606.ENSP00000252809	9606.ENSP00000355124	GDF15	KRT19	9606	0.201	0	0	0	0.088	0	0	0.16
9606.ENSP00000252809	9606.ENSP00000357704	GDF15	S100A4	9606	0.201	0	0	0	0	0	0	0.201
9606.ENSP00000252809	9606.ENSP00000273550	GDF15	FTH1	9606	0.203	0	0	0	0.068	0	0	0.18
9606.ENSP00000252809	9606.ENSP00000446252	GDF15	SOD2	9606	0.204	0	0	0	0	0	0	0.204
9606.ENSP00000252809	9606.ENSP00000296522	GDF15	HPGD	9606	0.206	0	0	0	0.055	0	0	0.195
9606.ENSP00000252809	9606.ENSP00000356247	GDF15	LGR6	9606	0.207	0	0	0	0	0	0	0.207
9606.ENSP00000252809	9606.ENSP00000354207	GDF15	NTRK3	9606	0.209	0	0	0	0	0.185	0	0.069
9606.ENSP00000252809	9606.ENSP00000291527	GDF15	TFF1	9606	0.211	0	0	0	0.127	0	0	0.134
9606.ENSP00000252809	9606.ENSP00000370129	GDF15	AKR1C2	9606	0.212	0	0	0	0.063	0	0	0.194
9606.ENSP00000252809	9606.ENSP00000257696	GDF15	HILPDA	9606	0.213	0	0	0	0.067	0	0	0.191
9606.ENSP00000252809	9606.ENSP00000468425	GDF15	TK1	9606	0.218	0	0	0	0.085	0	0	0.181
9606.ENSP00000252809	9606.ENSP00000354394	GDF15	STAT1	9606	0.218	0	0	0	0.042	0.064	0	0.198
9606.ENSP00000252809	9606.ENSP00000478561	GDF15	CYP1B1	9606	0.218	0	0	0	0	0	0	0.218
9606.ENSP00000252809	9606.ENSP00000254958	GDF15	JAG1	9606	0.224	0	0	0	0.06	0.045	0	0.205
9606.ENSP00000252809	9606.ENSP00000367608	GDF15	CA9	9606	0.228	0	0	0	0.1	0	0	0.177
9606.ENSP00000252809	9606.ENSP00000296026	GDF15	CXCL3	9606	0.229	0	0	0	0.115	0	0	0.164
9606.ENSP00000252809	9606.ENSP00000352798	GDF15	COL18A1	9606	0.229	0	0	0	0.072	0	0	0.204
9606.ENSP00000252809	9606.ENSP00000366109	GDF15	ANXA1	9606	0.23	0	0	0	0.076	0	0	0.201
9606.ENSP00000252809	9606.ENSP00000357981	GDF15	CTSS	9606	0.237	0	0	0	0	0	0	0.237
9606.ENSP00000252809	9606.ENSP00000440864	GDF15	NR4A1	9606	0.238	0	0	0	0.072	0	0	0.213
9606.ENSP00000252809	9606.ENSP00000360522	GDF15	RBP4	9606	0.241	0	0	0	0.068	0	0	0.22
9606.ENSP00000252809	9606.ENSP00000378364	GDF15	SLC11A2	9606	0.243	0	0	0	0.044	0	0	0.241
9606.ENSP00000252809	9606.ENSP00000283147	GDF15	BMP6	9606	0.245	0	0	0	0.05	0	0	0.238
9606.ENSP00000252809	9606.ENSP00000326119	GDF15	PMAIP1	9606	0.254	0	0	0	0.068	0	0	0.233
9606.ENSP00000252809	9606.ENSP00000291568	GDF15	CSTB	9606	0.255	0	0	0	0.044	0	0	0.252
9606.ENSP00000252809	9606.ENSP00000265087	GDF15	STC2	9606	0.259	0	0	0	0.11	0	0	0.202
9606.ENSP00000252809	9606.ENSP00000365773	GDF15	PSAT1	9606	0.259	0	0	0	0.087	0	0	0.222
9606.ENSP00000252809	9606.ENSP00000269141	GDF15	CDH2	9606	0.261	0	0	0	0.088	0.045	0	0.22
9606.ENSP00000252809	9606.ENSP00000256442	GDF15	CCNB1	9606	0.262	0	0	0	0.063	0	0	0.245
9606.ENSP00000252809	9606.ENSP00000331019	GDF15	RPS27L	9606	0.282	0	0	0	0.072	0	0	0.258
9606.ENSP00000252809	9606.ENSP00000344635	GDF15	CCNG1	9606	0.285	0	0	0	0.062	0	0	0.27
9606.ENSP00000252809	9606.ENSP00000339191	GDF15	CAV1	9606	0.287	0	0	0	0.095	0	0	0.245
9606.ENSP00000252809	9606.ENSP00000266671	GDF15	PHLDA1	9606	0.295	0	0	0	0.126	0	0	0.227
9606.ENSP00000252809	9606.ENSP00000301464	GDF15	IGFBP6	9606	0.301	0	0	0	0.067	0	0	0.281
9606.ENSP00000252809	9606.ENSP00000377617	GDF15	MTHFD2	9606	0.314	0	0	0	0.084	0	0	0.281
9606.ENSP00000252809	9606.ENSP00000256996	GDF15	DDB2	9606	0.315	0	0	0	0.083	0	0	0.284
9606.ENSP00000252809	9606.ENSP00000261769	GDF15	CDH1	9606	0.317	0	0	0	0.074	0.045	0	0.29
9606.ENSP00000252809	9606.ENSP00000301455	GDF15	ANGPTL4	9606	0.319	0	0	0	0.061	0	0	0.305
9606.ENSP00000252809	9606.ENSP00000274289	GDF15	PLK2	9606	0.323	0	0	0	0.062	0	0	0.308
9606.ENSP00000252809	9606.ENSP00000327513	GDF15	CSF1	9606	0.326	0	0	0	0.055	0	0	0.317
9606.ENSP00000252809	9606.ENSP00000427279	GDF15	CXCL2	9606	0.331	0	0	0	0.122	0	0	0.27
9606.ENSP00000252809	9606.ENSP00000374455	GDF15	SQSTM1	9606	0.336	0	0	0	0.177	0.132	0	0.145
9606.ENSP00000252809	9606.ENSP00000260227	GDF15	MMP7	9606	0.339	0	0	0	0.063	0	0	0.324
9606.ENSP00000252809	9606.ENSP00000346839	GDF15	FN1	9606	0.341	0	0	0	0.084	0	0	0.311
9606.ENSP00000252809	9606.ENSP00000404503	GDF15	BBC3	9606	0.35	0	0	0	0.082	0	0	0.322
9606.ENSP00000252809	9606.ENSP00000323065	GDF15	GADD45GIP1	9606	0.353	0	0	0	0.049	0	0	0.348
9606.ENSP00000252809	9606.ENSP00000379097	GDF15	AREG	9606	0.355	0	0	0	0.09	0	0	0.321
9606.ENSP00000252809	9606.ENSP00000361850	GDF15	PLAU	9606	0.357	0	0	0	0.081	0	0	0.329
9606.ENSP00000252809	9606.ENSP00000269571	GDF15	ERBB2	9606	0.362	0	0	0	0.059	0.053	0	0.341
9606.ENSP00000252809	9606.ENSP00000356280	GDF15	PHLDA3	9606	0.371	0	0	0	0.133	0	0	0.305
9606.ENSP00000252809	9606.ENSP00000265342	GDF15	FSTL4	9606	0.375	0	0	0	0	0	0	0.375
9606.ENSP00000252809	9606.ENSP00000287820	GDF15	PPARG	9606	0.383	0	0	0	0.042	0	0	0.382
9606.ENSP00000252809	9606.ENSP00000276431	GDF15	TNFRSF10B	9606	0.384	0	0	0	0.095	0	0	0.348
9606.ENSP00000252809	9606.ENSP00000295666	GDF15	IGFBP7	9606	0.398	0	0	0	0	0	0	0.398
9606.ENSP00000252809	9606.ENSP00000368683	GDF15	EDN1	9606	0.402	0	0	0	0.057	0	0	0.391
9606.ENSP00000252809	9606.ENSP00000377845	GDF15	ASNS	9606	0.411	0	0	0	0.09	0	0	0.378
9606.ENSP00000252809	9606.ENSP00000416515	GDF15	FDXR	9606	0.411	0	0	0	0.097	0	0	0.375
9606.ENSP00000252809	9606.ENSP00000379110	GDF15	CXCL1	9606	0.421	0	0	0	0.119	0	0	0.37
9606.ENSP00000252809	9606.ENSP00000370473	GDF15	IGFBP3	9606	0.426	0	0	0	0.09	0	0	0.395
9606.ENSP00000252809	9606.ENSP00000416066	GDF15	SERPINA1	9606	0.428	0	0	0	0.062	0	0	0.416
9606.ENSP00000252809	9606.ENSP00000256951	GDF15	EMP1	9606	0.43	0	0	0	0.063	0	0	0.416
9606.ENSP00000252809	9606.ENSP00000310170	GDF15	FOSL1	9606	0.446	0	0	0	0.111	0	0	0.403
9606.ENSP00000252809	9606.ENSP00000496422	GDF15	TCEAL9	9606	0.456	0	0	0	0.056	0.448	0	0
9606.ENSP00000252809	9606.ENSP00000275525	GDF15	IGFBP1	9606	0.483	0	0	0	0.19	0	0	0.388
9606.ENSP00000252809	9606.ENSP00000259874	GDF15	IER3	9606	0.488	0	0	0	0.122	0	0	0.441
9606.ENSP00000252809	9606.ENSP00000326737	GDF15	TNFRSF12A	9606	0.491	0	0	0	0.202	0	0	0.389
9606.ENSP00000252809	9606.ENSP00000267101	GDF15	ERBB3	9606	0.506	0	0	0	0.047	0.053	0	0.497
9606.ENSP00000252809	9606.ENSP00000256759	GDF15	FST	9606	0.509	0	0	0	0.124	0.113	0	0.42
9606.ENSP00000252809	9606.ENSP00000436607	GDF15	ADM	9606	0.538	0	0	0	0.072	0	0	0.523
9606.ENSP00000252809	9606.ENSP00000296027	GDF15	CXCL5	9606	0.545	0	0	0	0.047	0	0	0.543
9606.ENSP00000252809	9606.ENSP00000384849	GDF15	CDKN1A	9606	0.556	0	0	0	0.131	0	0	0.51
9606.ENSP00000252809	9606.ENSP00000497910	GDF15	B2M	9606	0.576	0	0	0	0.044	0	0	0.575
9606.ENSP00000252809	9606.ENSP00000344352	GDF15	ATF3	9606	0.621	0	0	0	0.207	0	0	0.542
9606.ENSP00000252809	9606.ENSP00000254301	GDF15	LGALS3	9606	0.667	0	0	0	0.087	0	0	0.65
9606.ENSP00000252809	9606.ENSP00000269305	GDF15	TP53	9606	0.762	0	0	0	0.051	0.139	0	0.732
9606.ENSP00000252934	9606.ENSP00000258091	ATXN10	CCT7	9606	0.153	0	0	0	0.108	0	0	0.089
9606.ENSP00000252934	9606.ENSP00000300413	ATXN10	SNRPD1	9606	0.155	0	0	0	0.155	0	0	0
9606.ENSP00000252934	9606.ENSP00000495710	ATXN10	ACBD6	9606	0.156	0	0	0	0.156	0	0	0
9606.ENSP00000252934	9606.ENSP00000337443	ATXN10	NXN	9606	0.163	0	0	0	0.047	0	0	0.158
9606.ENSP00000252934	9606.ENSP00000267884	ATXN10	SRP14	9606	0.166	0	0	0	0.06	0	0	0.15
9606.ENSP00000252934	9606.ENSP00000310668	ATXN10	NUP93	9606	0.167	0	0	0	0.082	0	0	0.13
9606.ENSP00000252934	9606.ENSP00000281828	ATXN10	FARSB	9606	0.168	0	0	0	0.14	0	0	0.073
9606.ENSP00000252934	9606.ENSP00000302961	ATXN10	HSPA4	9606	0.169	0	0	0	0.092	0.071	0	0.094
9606.ENSP00000252934	9606.ENSP00000284719	ATXN10	OLA1	9606	0.171	0	0	0	0.172	0	0	0
9606.ENSP00000252934	9606.ENSP00000280326	ATXN10	CCT5	9606	0.174	0	0	0	0.134	0	0	0.084
9606.ENSP00000252934	9606.ENSP00000298694	ATXN10	ARHGEF40	9606	0.175	0	0	0	0.052	0	0	0.166
9606.ENSP00000252934	9606.ENSP00000340278	ATXN10	PARK7	9606	0.175	0	0	0	0.06	0	0	0.158
9606.ENSP00000252934	9606.ENSP00000434412	ATXN10	SERPINH1	9606	0.186	0	0	0	0.065	0.165	0	0
9606.ENSP00000252934	9606.ENSP00000354991	ATXN10	ALPK2	9606	0.192	0	0	0	0.055	0	0	0.18
9606.ENSP00000252934	9606.ENSP00000300093	ATXN10	PLK1	9606	0.2	0	0	0	0.066	0	0	0.177
9606.ENSP00000252934	9606.ENSP00000253778	ATXN10	GFPT2	9606	0.203	0	0	0	0	0	0	0.203
9606.ENSP00000252934	9606.ENSP00000407509	ATXN10	PNPLA6	9606	0.213	0	0	0	0.072	0	0	0.186
9606.ENSP00000252934	9606.ENSP00000308430	ATXN10	CYB5B	9606	0.214	0	0	0	0.214	0	0	0
9606.ENSP00000252934	9606.ENSP00000364398	ATXN10	HABP4	9606	0.221	0	0	0	0.043	0	0	0.219
9606.ENSP00000252934	9606.ENSP00000302160	ATXN10	LSM3	9606	0.226	0	0	0	0.064	0	0	0.208
9606.ENSP00000252934	9606.ENSP00000370083	ATXN10	SMN1	9606	0.239	0	0	0	0.042	0	0	0.238
9606.ENSP00000252934	9606.ENSP00000291568	ATXN10	CSTB	9606	0.25	0	0	0	0.047	0	0	0.246
9606.ENSP00000252934	9606.ENSP00000346839	ATXN10	FN1	9606	0.252	0	0	0	0.058	0.23	0	0.051
9606.ENSP00000252934	9606.ENSP00000254108	ATXN10	FUS	9606	0.29	0	0	0	0.079	0	0	0.261
9606.ENSP00000252934	9606.ENSP00000355011	ATXN10	ILF2	9606	0.3	0	0	0	0.092	0	0	0.261
9606.ENSP00000252934	9606.ENSP00000367608	ATXN10	CA9	9606	0.303	0	0	0	0	0.292	0	0.057
9606.ENSP00000252934	9606.ENSP00000302037	ATXN10	MFF	9606	0.338	0	0	0	0.322	0.053	0	0.051
9606.ENSP00000252934	9606.ENSP00000399851	ATXN10	POLG	9606	0.34	0	0	0	0	0	0	0.34
9606.ENSP00000252934	9606.ENSP00000384474	ATXN10	HYPK	9606	0.365	0	0	0	0.049	0	0	0.36
9606.ENSP00000252934	9606.ENSP00000341032	ATXN10	WNT7B	9606	0.397	0	0	0	0	0	0	0.397
9606.ENSP00000252979	9606.ENSP00000330032	ZNF337	UPP1	9606	0.154	0	0	0	0	0	0	0.155
9606.ENSP00000252979	9606.ENSP00000449795	ZNF337	TRIAP1	9606	0.158	0	0	0	0	0	0	0.159
9606.ENSP00000252979	9606.ENSP00000337060	ZNF337	NME1	9606	0.162	0	0	0	0	0.109	0.098	0.042
9606.ENSP00000252979	9606.ENSP00000414982	ZNF337	KLC1	9606	0.166	0	0	0	0.053	0.071	0	0.129
9606.ENSP00000252979	9606.ENSP00000361926	ZNF337	CNPY3	9606	0.195	0	0	0	0	0	0	0.195
9606.ENSP00000252979	9606.ENSP00000331019	ZNF337	RPS27L	9606	0.198	0	0	0	0	0.066	0	0.177
9606.ENSP00000252979	9606.ENSP00000307833	ZNF337	FBXO22	9606	0.198	0	0	0	0	0	0	0.198
9606.ENSP00000252979	9606.ENSP00000258534	ZNF337	DRAM1	9606	0.199	0	0	0	0	0	0	0.199
9606.ENSP00000252979	9606.ENSP00000370588	ZNF337	CD99	9606	0.2	0	0	0	0	0	0	0.2
9606.ENSP00000252979	9606.ENSP00000480322	ZNF337	CD99L2	9606	0.246	0	0	0	0.092	0	0	0.204
9606.ENSP00000253413	9606.ENSP00000325312	ATP6V1E1	METAP2	9606	0.15	0	0	0	0.101	0	0	0.093
9606.ENSP00000253413	9606.ENSP00000280557	ATP6V1E1	DENR	9606	0.15	0	0	0	0.14	0	0	0.052
9606.ENSP00000253413	9606.ENSP00000261479	ATP6V1E1	PSMA6	9606	0.152	0	0	0	0.14	0	0	0.055
9606.ENSP00000253413	9606.ENSP00000366525	ATP6V1E1	FTL	9606	0.152	0	0	0	0.118	0	0	0.078
9606.ENSP00000253413	9606.ENSP00000265838	ATP6V1E1	ACAT1	9606	0.152	0	0	0	0.086	0	0	0.109
9606.ENSP00000253413	9606.ENSP00000483786	ATP6V1E1	HPCAL1	9606	0.152	0	0	0	0.133	0.053	0	0.05
9606.ENSP00000253413	9606.ENSP00000273550	ATP6V1E1	FTH1	9606	0.153	0	0	0	0.081	0	0	0.116
9606.ENSP00000253413	9606.ENSP00000258091	ATP6V1E1	CCT7	9606	0.154	0	0	0	0.116	0	0	0.082
9606.ENSP00000253413	9606.ENSP00000299300	ATP6V1E1	CCT2	9606	0.157	0	0	0	0.131	0	0	0.069
9606.ENSP00000253413	9606.ENSP00000296786	ATP6V1E1	UBLCP1	9606	0.159	0	0	0	0.159	0	0	0
9606.ENSP00000253413	9606.ENSP00000340278	ATP6V1E1	PARK7	9606	0.16	0	0	0	0.127	0	0	0.078
9606.ENSP00000253413	9606.ENSP00000325398	ATP6V1E1	TPRKB	9606	0.161	0	0	0	0.054	0	0	0.15
9606.ENSP00000253413	9606.ENSP00000335153	ATP6V1E1	HSP90AA1	9606	0.162	0	0	0	0.099	0.091	0	0.059
9606.ENSP00000253413	9606.ENSP00000365773	ATP6V1E1	PSAT1	9606	0.164	0	0	0	0.103	0	0	0.105
9606.ENSP00000253413	9606.ENSP00000364119	ATP6V1E1	EIF2S2	9606	0.165	0	0	0	0.095	0	0	0.116
9606.ENSP00000253413	9606.ENSP00000348442	ATP6V1E1	PSMD12	9606	0.166	0	0	0	0.095	0	0	0.116
9606.ENSP00000253413	9606.ENSP00000331019	ATP6V1E1	RPS27L	9606	0.166	0	0	0	0.12	0.091	0	0
9606.ENSP00000253413	9606.ENSP00000267884	ATP6V1E1	SRP14	9606	0.168	0	0	0	0.168	0	0	0
9606.ENSP00000253413	9606.ENSP00000356256	ATP6V1E1	TIMM17A	9606	0.173	0	0	0	0.153	0	0	0.064
9606.ENSP00000253413	9606.ENSP00000354687	ATP6V1E1	MT-ND1	9606	0.179	0	0	0	0.135	0	0	0.089
9606.ENSP00000253413	9606.ENSP00000394071	ATP6V1E1	GDI1	9606	0.179	0	0	0	0.11	0	0	0.115
9606.ENSP00000253413	9606.ENSP00000357633	ATP6V1E1	GLRX3	9606	0.18	0	0	0	0.109	0	0	0.117
9606.ENSP00000253413	9606.ENSP00000302961	ATP6V1E1	HSPA4	9606	0.183	0	0	0	0.085	0.07	0	0.117
9606.ENSP00000253413	9606.ENSP00000324105	ATP6V1E1	ENO3	9606	0.186	0	0	0	0.1	0	0	0.133
9606.ENSP00000253413	9606.ENSP00000428209	ATP6V1E1	UBE2V2	9606	0.188	0	0	0	0.188	0	0	0
9606.ENSP00000253413	9606.ENSP00000302037	ATP6V1E1	MFF	9606	0.19	0	0	0	0.181	0.052	0	0
9606.ENSP00000253413	9606.ENSP00000309565	ATP6V1E1	UQCRH	9606	0.192	0	0	0	0.06	0.162	0	0.057
9606.ENSP00000253413	9606.ENSP00000439020	ATP6V1E1	TUBA1A	9606	0.192	0	0	0	0.114	0	0	0.126
9606.ENSP00000253413	9606.ENSP00000497744	ATP6V1E1	CTPS1	9606	0.198	0	0	0	0.049	0.192	0	0
9606.ENSP00000253413	9606.ENSP00000263556	ATP6V1E1	P4HA1	9606	0.201	0	0	0	0.042	0.161	0	0.086
9606.ENSP00000253413	9606.ENSP00000348168	ATP6V1E1	GTF2E2	9606	0.202	0	0	0	0.202	0	0	0
9606.ENSP00000253413	9606.ENSP00000429707	ATP6V1E1	COX6C	9606	0.203	0	0	0	0.06	0	0	0.187
9606.ENSP00000253413	9606.ENSP00000276692	ATP6V1E1	TATDN1	9606	0.204	0	0	0	0.055	0	0	0.192
9606.ENSP00000253413	9606.ENSP00000362208	ATP6V1E1	MRPS15	9606	0.208	0	0	0	0.085	0	0	0.169
9606.ENSP00000253413	9606.ENSP00000266735	ATP6V1E1	SNRPF	9606	0.209	0	0	0	0.206	0	0	0.044
9606.ENSP00000253413	9606.ENSP00000335636	ATP6V1E1	NAA20	9606	0.211	0	0	0	0.168	0	0	0.091
9606.ENSP00000253413	9606.ENSP00000419665	ATP6V1E1	SSBP1	9606	0.216	0	0	0	0.055	0.205	0	0
9606.ENSP00000253413	9606.ENSP00000315644	ATP6V1E1	TYMS	9606	0.216	0	0	0	0.055	0.205	0	0
9606.ENSP00000253413	9606.ENSP00000376297	ATP6V1E1	DYNLL1	9606	0.22	0	0	0	0.161	0	0	0.108
9606.ENSP00000253413	9606.ENSP00000254976	ATP6V1E1	SNAP25	9606	0.226	0	0	0	0.09	0	0	0.185
9606.ENSP00000253413	9606.ENSP00000425759	ATP6V1E1	COX7C	9606	0.227	0	0	0	0.074	0	0	0.199
9606.ENSP00000253413	9606.ENSP00000437402	ATP6V1E1	ENO2	9606	0.228	0	0	0	0.108	0	0	0.17
9606.ENSP00000253413	9606.ENSP00000357981	ATP6V1E1	CTSS	9606	0.231	0	0	0	0.065	0	0	0.21
9606.ENSP00000253413	9606.ENSP00000311905	ATP6V1E1	LTBP4	9606	0.237	0	0	0	0	0.051	0	0.229
9606.ENSP00000253413	9606.ENSP00000374455	ATP6V1E1	SQSTM1	9606	0.242	0	0	0	0.14	0	0	0.155
9606.ENSP00000253413	9606.ENSP00000401010	ATP6V1E1	CAPZB	9606	0.243	0	0	0	0.244	0	0	0
9606.ENSP00000253413	9606.ENSP00000386541	ATP6V1E1	PSMD14	9606	0.245	0	0	0	0.2	0.094	0	0
9606.ENSP00000253413	9606.ENSP00000446252	ATP6V1E1	SOD2	9606	0.247	0	0	0	0.134	0	0	0.166
9606.ENSP00000253413	9606.ENSP00000355652	ATP6V1E1	RHOU	9606	0.248	0	0	0	0.067	0.187	0	0.088
9606.ENSP00000253413	9606.ENSP00000387471	ATP6V1E1	CIAO2B	9606	0.257	0	0	0	0.195	0	0	0.115
9606.ENSP00000253413	9606.ENSP00000391211	ATP6V1E1	PSMC2	9606	0.26	0	0	0	0.201	0	0	0.111
9606.ENSP00000253413	9606.ENSP00000410059	ATP6V1E1	EEF1D	9606	0.264	0	0	0	0.108	0	0	0.209
9606.ENSP00000253413	9606.ENSP00000265462	ATP6V1E1	PRDX5	9606	0.264	0	0	0	0.165	0	0	0.155
